Latitude (degrees),Longitude (degrees),Temperature (K),Specific Humidity,Wind Speed (m/s),Soil Moisture (m^3/m^3),NDVI,Actual result,Predicted Result
11.362777778,39.986666667,300.3482360839844,0.004775604698807001,2.535841156394114,0.078765176,0.5871639251708984,1,1
10.42153996708284,48.79581745534784,283.73532778856395,0.004239544230648139,10.140989437998659,0.15061481315966746,0.7416704547263668,0,0
2.596844897412689,35.3175068760456,285.9528035601526,0.008780706950836428,5.582881748823532,0.18671424272704612,-0.17376167001040277,0,0
15.483333333,44.4,304.4332580566406,0.005931250751018524,1.593059633944518,0.0919996,0.1535503715276718,1,1
9.372222222,43.811111111,299.7409057617188,0.005198597442358732,8.444404874347702,0.057694554,0.0451961085200309,1,1
1.3104459758773297,37.007968144802675,293.9554462291855,0.002722500383279914,0.30075665137340213,0.24472397078330177,1.0,0,0
2.904166667,35.263888889,293.2022399902344,0.006132317706942558,9.31640222470191,0.17998908,0.2640605270862579,1,1
10.208888889,50.244166667,283.3422546386719,0.002144048223271966,6.94751972892113,0.10476054,0.1503620594739914,1,1
2.6304555088559014,36.15698786265512,288.59845194493397,0.0,3.3433694348558873,0.22470966107252338,1.0,0,0
9.514002449609341,42.68588376377969,298.52015804903834,0.0008353650479411413,7.9053270240259526,0.05075323294924416,-0.3065753620787506,0,0
9.422222222,45.093333333,289.6186828613281,0.01006532367318869,7.414149562993788,0.19782911,0.1805429011583328,1,1
9.695142452655789,40.70732887164693,287.44008927086645,0.0,0.0,0.10989507278347745,1.0,0,0
1.167777778,36.811388889,283.5974426269531,0.003582904348149896,0.953238046516068,0.27027774,0.1017295122146606,1,1
3.148333333,36.831388889,295.6378479003906,0.005146825220435858,10.67725617526152,0.11630802,0.1221846863627433,1,1
9.938611111,43.794722222,302.7251281738281,0.004513441119343042,7.823901430571909,0.06234493,0.154939979314804,1,1
2.191111111,35.795277778,294.45751953125,0.005461553577333689,4.96003910329939,0.16639768,0.2533992528915405,1,1
5.378055556,44.594166667,281.37451171875,0.003479615086689591,5.839520885353537,0.16635473,0.4078665971755981,1,1
26.216666667,50.5,293.2591247558594,0.0015260917134583,8.28780818896695,0.100027576,0.153504878282547,1,1
3.0389095286553145,37.85856291745476,298.1046681442013,0.006382360605634891,12.765446740735443,0.18693043839965662,0.3710139313462309,0,0
10.680833333,49.174444444,287.3298034667969,0.001163514447398484,7.973020476126152,0.14213726,0.1641299873590469,1,1
9.904099779198098,42.97458626388817,286.8709896942614,0.004355557447621344,4.422926047693455,0.1400097468033717,-0.5833343739571601,0,0
15.58821606425018,44.39069797898915,315.7759731651953,0.005063018692358299,13.789497162570012,0.0835797630687992,0.9166014894984511,0,0
8.306065710056524,43.23232734910366,276.53443897400246,0.009413293994876058,9.373124883143399,0.19595121104928742,-0.501818774926656,0,0
14.52978474915756,44.423692498992345,310.8543043426619,0.00034048910163503527,11.624857556852142,0.0,-0.05059719169723542,0,0
10.468232671029375,48.99281353420545,298.8008323554411,0.0058616091104940725,13.423866201411897,0.09601694342305689,0.6962592062231244,0,0
7.7607915529307085,45.70590922551975,291.4085179552417,0.0023705318837650355,0.7411483424990122,0.21265238046899407,0.6594616706561321,0,0
12.33275934112049,39.609986056413284,294.20041019103735,0.005237980709167738,6.634570027572451,0.15561136401881126,0.9974268736689064,0,0
28.600555556,48.057777778,293.0518188476562,0.008378891274333,3.699462084803296,0.09203875,0.1773029714822769,1,1
-1.0230387425758658,40.16962283831312,279.57982589637965,0.00492840565976565,7.080941274387069,0.3773082826282177,0.19440063914707595,0,1
11.20238553243578,39.79697714120038,301.549226029567,0.005486764807033369,13.888770962846294,0.05236932448305477,0.426211786272896,0,0
-0.75,37.366666667,276.1319885253906,0.004122270736843348,4.780771231888171,0.30216548,0.1313396543264389,1,1
25.974722222,77.535277778,293.5094299316406,0.01360803190618753,3.756337581020427,0.3059594,0.2145650088787078,1,1
18.173611111,38.276944444,291.637939453125,0.01013349369168282,3.127342209780975,0.11801709,0.1387832760810852,1,1
2.7028188021450874,35.22825055021721,289.704779770024,0.004057519305371439,1.2102287935342764,0.20323394904469927,1.0,0,0
7.115,40.766111111,280.4693298339844,0.003356472821906209,0.8964193348243769,0.122110374,0.6115296483039856,1,1
